like1,parx,pary,parz,simulation_0,chain
inf,4.74,5.266,4.387,inf,1.0
inf,1.609,-6.76,-9.12,inf,1.0
inf,8.836,0.2225,-6.742,inf,1.0
inf,5.688,-1.23,-4.348,inf,1.0
inf,-7.06,4.426,4.516,inf,1.0
inf,9.09,-0.8877,0.6064,inf,1.0
24960.0,-3.938,-0.02356,2.877,24960.0,1.0
inf,9.63,-1.49,-9.87,inf,1.0
inf,9.766,3.695,0.987,inf,1.0
25120.0,-2.613,-4.285,7.082,25120.0,1.0
inf,0.5063,7.85,1.646,inf,1.0
inf,-1.711,6.523,0.753,inf,1.0
inf,5.844,-6.324,-8.72,inf,1.0
inf,6.535,3.885,2.96,inf,1.0
inf,-9.445,-9.35,-5.082,inf,1.0
inf,-7.773,-7.043,2.303,inf,1.0
inf,-7.375,4.37,3.43,inf,1.0
inf,9.13,3.906,-0.6943,inf,1.0
inf,-4.59,9.88,8.3,inf,1.0
inf,4.547,5.906,-1.828,inf,1.0
18910.0,3.06,1.349,-9.35,18910.0,1.0
inf,-5.203,-2.344,2.883,inf,1.0
inf,1.211,-7.37,-8.37,inf,1.0
inf,-8.266,-6.918,0.802,inf,1.0
inf,-0.06525,-9.68,-8.93,inf,1.0
inf,7.902,-3.521,7.55,inf,1.0
inf,3.273,-7.59,-3.512,inf,1.0
9120.0,2.604,-2.508,4.09,9120.0,1.0
inf,6.324,0.66,-3.322,inf,1.0
inf,-6.527,8.71,4.055,inf,1.0
inf,-5.016,-7.816,-8.17,inf,1.0
inf,-5.254,7.336,-6.434,inf,1.0
16100.0,-3.525,-0.1048,-1.897,16100.0,1.0
inf,2.977,8.68,-7.09,inf,1.0
inf,-9.67,1.97,-3.297,inf,1.0
inf,1.475,9.17,8.57,inf,1.0
inf,3.348,-8.64,1.532,inf,1.0
2890.0,0.9497,-0.228,5.31,2890.0,1.0
inf,-3.064,-8.47,3.465,inf,1.0
2982.0,2.176,1.453,-2.25,2982.0,1.0
inf,4.47,-6.848,6.824,inf,1.0
inf,-8.86,2.785,-3.469,inf,1.0
inf,1.585,-6.52,0.3462,inf,1.0
inf,6.5,-7.13,7.65,inf,1.0
inf,6.562,2.594,5.676,inf,1.0
inf,9.8,-7.22,-1.638,inf,1.0
inf,-5.695,3.32,-7.613,inf,1.0
inf,-8.94,9.6,5.855,inf,1.0
inf,-4.348,-3.62,-1.373,inf,1.0
inf,6.414,-2.63,5.117,inf,1.0
inf,0.7207,-9.47,3.54,inf,1.0
inf,-7.47,2.898,-6.312,inf,1.0
inf,1.472,-4.07,-8.65,inf,1.0
inf,0.1941,7.1,-3.137,inf,1.0
32100.0,4.242,4.113,5.61,32100.0,1.0
inf,-1.407,-7.99,-9.336,inf,1.0
inf,-7.71,-1.973,-2.26,inf,1.0
inf,-7.863,3.924,-8.15,inf,1.0
inf,-2.154,-4.445,-6.938,inf,1.0
inf,8.53,6.816,4.094,inf,1.0
23460.0,2.95,-3.932,6.8,23460.0,1.0
3516.0,-1.895,0.2417,-4.824,3516.0,1.0
inf,8.54,-7.254,1.987,inf,1.0
inf,6.688,2.51,-4.19,inf,1.0
inf,-8.83,7.363,5.707,inf,1.0
inf,5.207,4.81,-5.34,inf,1.0
inf,-0.3289,-7.766,4.895,inf,1.0
inf,-6.48,2.236,-0.4192,inf,1.0
14070.0,-3.598,2.217,9.95,14070.0,1.0
inf,-0.0717,-9.11,-8.41,inf,1.0
6110.0,0.442,-0.9395,8.62,6110.0,1.0
inf,8.14,-6.0,9.125,inf,1.0
inf,1.219,-9.17,-5.535,inf,1.0
53860.0,-5.047,2.969,3.105,53860.0,1.0
inf,7.453,-0.587,-6.25,inf,1.0
inf,5.227,0.79,5.777,inf,1.0
18910.0,0.1736,3.516,-0.946,18910.0,1.0
4250.0,-0.3782,0.0893,6.523,4250.0,1.0
10600.0,1.739,2.332,-4.832,10600.0,1.0
15290.0,1.561,-3.656,2.617,15290.0,1.0
2894.0,-1.89,-0.3262,3.8,2894.0,1.0
inf,5.617,-3.566,-9.09,inf,1.0
inf,5.59,-8.336,-1.924,inf,1.0
inf,-9.48,-1.036,5.273,inf,1.0
inf,-7.26,-0.786,-2.727,inf,1.0
inf,5.137,0.362,-1.367,inf,1.0
inf,3.059,9.734,-4.69,inf,1.0
5900.0,-2.412,-1.411,-0.5796,5900.0,1.0
inf,3.31,-8.85,-6.78,inf,1.0
inf,5.03,8.96,4.293,inf,1.0
inf,-6.023,8.09,-6.344,inf,1.0
inf,-5.027,9.4,-5.83,inf,1.0
inf,9.72,-3.336,5.62,inf,1.0
29020.0,2.205,3.781,-2.7,29020.0,1.0
inf,1.1455,-5.535,-0.1655,inf,1.0
inf,-4.246,-7.26,9.09,inf,1.0
21490.0,-2.713,2.373,-8.14,21490.0,1.0
inf,8.62,-9.805,-6.598,inf,1.0
inf,-6.227,-4.38,-7.67,inf,1.0
inf,1.399,-9.36,-0.5083,inf,1.0
148.4,0.4873,0.4443,-1.0,148.4,1.0
inf,5.785,7.676,-2.094,inf,1.0
inf,-0.2167,6.34,6.164,inf,1.0
inf,-6.406,-6.465,-3.414,inf,1.0
inf,-0.1238,-7.797,-5.02,inf,1.0
inf,2.754,9.11,-2.54,inf,1.0
14860.0,-3.363,2.48,-2.242,14860.0,1.0
inf,6.023,3.613,-3.773,inf,1.0
inf,-7.19,0.769,9.11,inf,1.0
inf,-8.555,4.95,9.6,inf,1.0
56130.0,-2.379,3.73,-9.695,56130.0,1.0
5590.0,-3.12,2.371,4.387,5590.0,1.0
inf,7.7,7.684,-9.6,inf,1.0
inf,7.727,-4.02,0.004826,inf,1.0
inf,-3.379,-6.88,-0.927,inf,1.0
inf,4.52,5.21,6.37,inf,1.0
inf,-9.61,4.72,5.457,inf,1.0
inf,4.992,-4.355,3.713,inf,1.0
inf,-4.06,8.12,7.12,inf,1.0
inf,7.81,-3.322,-7.875,inf,1.0
inf,8.19,6.1,5.96,inf,1.0
inf,-9.47,1.547,-4.98,inf,1.0
inf,5.137,2.986,-9.055,inf,1.0
inf,2.557,-5.72,-5.7,inf,1.0
inf,2.373,6.883,8.164,inf,1.0
4960.0,2.156,1.071,-4.918,4960.0,1.0
inf,5.66,-4.695,4.938,inf,1.0
inf,5.906,8.29,0.3484,inf,1.0
48800.0,4.74,0.3943,-0.8364,48800.0,1.0
inf,-5.96,9.734,-5.613,inf,1.0
inf,-6.305,-6.5,-0.852,inf,1.0
48000.0,0.4922,4.215,-3.783,48000.0,1.0
inf,-7.62,2.123,2.365,inf,1.0
inf,4.934,-5.945,8.375,inf,1.0
inf,7.848,-6.484,-4.65,inf,1.0
inf,8.48,-1.14,9.04,inf,1.0
inf,-5.645,-7.87,0.741,inf,1.0
inf,-4.59,-7.83,2.95,inf,1.0
464.8,0.843,-1.416,1.74,464.8,1.0
inf,4.785,6.26,4.555,inf,1.0
inf,-7.918,2.762,-0.248,inf,1.0
inf,-5.67,-7.527,-0.9204,inf,1.0
inf,-4.805,9.3,1.022,inf,1.0
inf,0.4458,-4.863,-3.852,inf,1.0
2562.0,2.326,0.3877,-0.4263,2562.0,1.0
inf,6.227,0.1783,1.847,inf,1.0
inf,-7.98,-8.805,-5.38,inf,1.0
51070.0,-3.787,-2.395,-9.445,51070.0,1.0
24930.0,-4.086,1.69,-2.02,24930.0,1.0
inf,1.217,9.93,9.484,inf,1.0
64860.0,-0.6504,4.21,-7.445,64860.0,1.0
inf,9.734,-2.176,3.47,inf,1.0
inf,4.582,-7.723,-1.955,inf,1.0
inf,-6.88,1.023,-8.06,inf,1.0
56740.0,-3.67,-3.166,-7.008,56740.0,1.0
inf,3.328,4.81,-8.805,inf,1.0
1033.0,-0.713,2.727,9.75,1033.0,1.0
inf,8.305,-2.5,-0.02682,inf,1.0
inf,-4.367,-6.516,5.402,inf,1.0
inf,8.66,9.63,-5.23,inf,1.0
inf,2.803,5.938,-4.03,inf,1.0
inf,5.234,9.96,0.3613,inf,1.0
inf,4.72,5.22,-0.1547,inf,1.0
inf,-8.32,5.586,-2.836,inf,1.0
inf,8.875,0.982,7.445,inf,1.0
inf,6.668,8.77,8.55,inf,1.0
inf,8.59,-5.723,-8.9,inf,1.0
631.0,-1.192,0.1604,2.186,631.0,1.0
inf,7.324,2.984,9.34,inf,1.0
inf,4.684,7.78,-7.445,inf,1.0
inf,9.11,8.08,5.785,inf,1.0
inf,7.78,2.414,-6.38,inf,1.0
20320.0,4.188,3.533,9.86,20320.0,1.0
inf,-7.566,6.406,6.035,inf,1.0
65180.0,-4.797,-2.28,1.771,65180.0,1.0
28640.0,-0.5166,-3.584,-3.621,28640.0,1.0
11464.0,0.5674,4.3,8.555,11464.0,1.0
inf,3.547,5.51,-3.158,inf,1.0
inf,0.2122,-9.75,-2.184,inf,1.0
inf,3.082,-8.75,9.51,inf,1.0
inf,-4.91,-4.695,0.81,inf,1.0
inf,-8.62,8.62,9.81,inf,1.0
inf,9.375,-8.66,-2.127,inf,1.0
inf,-2.672,-7.492,9.445,inf,1.0
inf,8.664,4.56,4.168,inf,1.0
inf,3.795,-8.33,1.632,inf,1.0
inf,-8.164,7.41,-3.44,inf,1.0
inf,3.162,9.26,-2.76,inf,1.0
inf,7.043,-9.336,-2.367,inf,1.0
inf,8.59,-5.812,-2.568,inf,1.0
inf,5.715,-2.85,1.232,inf,1.0
inf,-5.836,-0.0447,-0.704,inf,1.0
inf,9.18,-7.02,8.43,inf,1.0
inf,5.227,-2.773,7.84,inf,1.0
24160.0,0.0497,-4.19,2.621,24160.0,1.0
inf,-5.418,-1.919,6.168,inf,1.0
61380.0,4.305,-3.072,-2.67,61380.0,1.0
inf,-6.45,-6.44,-1.512,inf,1.0
37060.0,-4.28,-0.531,-3.45,37060.0,1.0
inf,-8.57,7.555,-4.71,inf,1.0
inf,5.29,8.59,0.504,inf,1.0
inf,-8.43,3.543,-5.5,inf,1.0
inf,-8.836,9.13,-9.01,inf,1.0
inf,-1.444,-4.445,-9.52,inf,1.0
inf,-3.746,6.457,5.812,inf,1.0
inf,-5.445,8.336,1.45,inf,1.0
inf,5.582,4.406,5.582,inf,1.0
30690.0,3.123,3.074,-6.74,30690.0,1.0
inf,-5.4,-8.68,-9.04,inf,1.0
42530.0,4.562,1.07,-4.81,42530.0,1.0
inf,-5.824,-2.889,1.152,inf,1.0
inf,5.863,0.7446,1.038,inf,1.0
inf,-5.484,0.044,-4.56,inf,1.0
15430.0,-3.154,-2.035,0.919,15430.0,1.0
568.5,-1.449,0.2515,1.547,568.5,1.0
inf,7.03,-9.02,0.3367,inf,1.0
inf,-8.48,-3.0,0.4043,inf,1.0
inf,9.15,1.822,6.37,inf,1.0
inf,-8.64,3.643,-4.88,inf,1.0
inf,5.01,-4.85,3.408,inf,1.0
58020.0,1.417,4.68,-2.055,58020.0,1.0
inf,6.895,-6.777,1.942,inf,1.0
7440.0,2.121,-1.055,7.71,7440.0,1.0
inf,3.436,-5.508,5.17,inf,1.0
inf,8.664,-2.314,0.4673,inf,1.0
8080.0,-2.525,3.232,2.041,8080.0,1.0
inf,7.062,6.03,2.537,inf,1.0
6604.0,1.732,0.71,8.3,6604.0,1.0
inf,-9.87,3.705,-4.15,inf,1.0
inf,-2.686,6.53,-0.11145,inf,1.0
inf,3.172,-7.047,-6.14,inf,1.0
inf,1.528,-9.63,-8.08,inf,1.0
inf,6.207,-9.91,-0.427,inf,1.0
inf,-3.05,-6.7,-8.875,inf,1.0
inf,-6.848,-7.55,0.4539,inf,1.0
inf,7.816,-2.535,-9.92,inf,1.0
64600.0,-0.0702,5.176,1.901,64600.0,1.0
inf,-5.625,-2.645,-6.055,inf,1.0
inf,2.215,-7.527,-3.584,inf,1.0
inf,8.1,-9.07,2.36,inf,1.0
inf,1.327,7.676,-7.855,inf,1.0
inf,-7.355,6.62,9.86,inf,1.0
113.3,-1.724,2.059,3.775,113.3,1.0
47780.0,0.8403,4.176,-4.152,47780.0,1.0
inf,-1.297,-8.58,4.125,inf,1.0
inf,9.66,-1.926,-9.875,inf,1.0
inf,-6.83,-7.75,-3.646,inf,1.0
inf,-4.984,7.875,4.45,inf,1.0
inf,-8.836,0.7603,-5.113,inf,1.0
511.5,-1.278,0.354,-1.725,511.5,1.0
inf,-9.77,-2.582,-8.88,inf,1.0
inf,5.08,7.996,5.504,inf,1.0
inf,-6.203,-0.1642,0.3064,inf,1.0
inf,-9.875,5.004,6.89,inf,1.0
inf,-8.72,-9.17,2.14,inf,1.0
11090.0,1.956,-2.715,-0.8657,11090.0,1.0
inf,-0.992,-9.766,7.453,inf,1.0
inf,4.543,-8.19,5.727,inf,1.0
42000.0,-1.875,-4.082,-2.361,42000.0,1.0
inf,-6.98,4.684,-5.156,inf,1.0
inf,5.46,-9.56,2.102,inf,1.0
27250.0,3.2,-2.785,-2.393,27250.0,1.0
35700.0,-4.387,1.667,9.68,35700.0,1.0
9220.0,1.278,-1.145,-7.875,9220.0,1.0
inf,9.125,8.484,6.03,inf,1.0
inf,-7.137,-9.08,1.787,inf,1.0
inf,-6.926,0.5894,1.494,inf,1.0
59900.0,-0.576,5.39,5.137,59900.0,1.0
16600.0,-3.219,0.9365,9.65,16600.0,1.0
28110.0,-1.024,3.941,-0.9795,28110.0,1.0
inf,-9.58,-7.03,-5.773,inf,1.0
27790.0,3.633,-2.904,4.156,27790.0,1.0
inf,-5.93,-2.686,2.375,inf,1.0
inf,-5.973,-3.57,6.05,inf,1.0
inf,-5.14,-7.734,8.13,inf,1.0
inf,3.506,-3.963,-7.16,inf,1.0
19070.0,-2.041,-3.494,0.724,19070.0,1.0
34430.0,4.242,-0.2842,3.305,34430.0,1.0
inf,8.625,2.238,9.48,inf,1.0
inf,5.945,3.082,-6.957,inf,1.0
inf,1.95,-5.55,-1.2295,inf,1.0
inf,-5.574,6.67,-0.9634,inf,1.0
inf,-5.51,-7.05,-8.96,inf,1.0
42530.0,-0.1632,-3.75,-6.21,42530.0,1.0
9384.0,-2.79,0.2379,-6.016,9384.0,1.0
inf,-8.85,8.24,-6.9,inf,1.0
inf,7.043,0.03506,3.963,inf,1.0
17540.0,2.82,-0.633,-9.68,17540.0,1.0
inf,-8.29,-4.875,2.887,inf,1.0
inf,6.152,9.266,6.88,inf,1.0
inf,-5.32,-7.48,2.217,inf,1.0
inf,-7.086,-8.42,9.77,inf,1.0
inf,-0.01733,-9.02,8.555,inf,1.0
6684.0,1.058,4.11,9.29,6684.0,1.0
inf,4.926,4.65,-9.49,inf,1.0
inf,0.7324,-9.22,-0.562,inf,1.0
inf,-5.26,-9.26,0.173,inf,1.0
inf,5.805,3.354,-8.05,inf,1.0
inf,-1.224,-5.785,-6.918,inf,1.0
inf,8.85,5.777,2.213,inf,1.0
inf,7.22,-8.47,4.168,inf,1.0
6780.0,1.083,0.6406,8.625,6780.0,1.0
inf,-7.836,-0.1904,7.49,inf,1.0
inf,-9.04,-7.547,3.809,inf,1.0
8550.0,-3.006,0.8833,5.12,8550.0,1.0
inf,7.05,5.438,6.242,inf,1.0
inf,-6.21,2.32,-7.35,inf,1.0
inf,5.164,1.667,9.484,inf,1.0
55070.0,2.701,4.727,-0.985,55070.0,1.0
inf,-7.67,6.082,2.516,inf,1.0
inf,1.468,-5.45,-7.43,inf,1.0
36450.0,2.018,-5.098,9.266,36450.0,1.0
inf,5.742,2.285,5.49,inf,1.0
3600.0,1.002,0.9727,-5.055,3600.0,1.0
inf,-8.15,8.33,3.395,inf,1.0
inf,6.32,-3.58,2.264,inf,1.0
inf,-9.57,-1.522,-5.97,inf,1.0
inf,6.426,-0.327,2.732,inf,1.0
inf,0.9424,6.56,4.75,inf,1.0
inf,-1.184,7.15,-8.42,inf,1.0
inf,-8.82,-9.5,6.887,inf,1.0
inf,-8.73,-8.02,-2.266,inf,1.0
inf,-1.357,6.367,8.17,inf,1.0
47460.0,3.42,-4.43,4.992,47460.0,1.0
29760.0,-4.215,0.687,2.865,29760.0,1.0
inf,4.434,9.73,-2.787,inf,1.0
inf,-2.387,-8.82,-1.898,inf,1.0
inf,-4.824,-9.92,1.516,inf,1.0
inf,1.64,7.867,0.4172,inf,1.0
inf,-5.973,-2.164,6.266,inf,1.0
inf,1.503,-6.23,-7.836,inf,1.0
8190.0,-2.72,-1.639,2.5,8190.0,1.0
59070.0,-1.144,5.77,9.39,59070.0,1.0
13.57,-0.5605,0.00797,-0.0871,13.57,1.0
inf,8.19,1.147,9.32,inf,1.0
inf,2.516,-9.21,-6.773,inf,1.0
inf,-7.17,4.348,-0.2234,inf,1.0
inf,-4.35,8.35,-3.729,inf,1.0
52600.0,4.87,4.633,8.77,52600.0,1.0
inf,4.94,-7.566,-8.125,inf,1.0
inf,-5.156,1.184,-1.648,inf,1.0
29900.0,-0.4585,4.855,6.94,29900.0,1.0
inf,4.836,-1.95,-2.836,inf,1.0
inf,9.01,-3.12,-1.773,inf,1.0
inf,6.438,-1.45,9.68,inf,1.0
inf,-5.902,-3.219,2.908,inf,1.0
inf,-6.312,-9.305,-5.293,inf,1.0
inf,-6.742,-5.777,-7.83,inf,1.0
inf,6.984,-8.07,8.61,inf,1.0
inf,-5.414,1.5205,-9.39,inf,1.0
inf,-6.85,6.51,4.75,inf,1.0
inf,-3.834,-6.086,1.423,inf,1.0
inf,-3.328,7.254,1.952,inf,1.0
inf,-5.57,5.8,6.38,inf,1.0
8300.0,1.736,-2.27,-2.264,8300.0,1.0
inf,1.005,-7.254,7.844,inf,1.0
inf,-4.41,8.87,-2.043,inf,1.0
inf,-5.08,4.13,1.412,inf,1.0
inf,5.18,0.2483,0.1794,inf,1.0
inf,8.14,9.74,2.88,inf,1.0
inf,-6.625,1.874,2.977,inf,1.0
52770.0,4.72,-0.3203,4.285,52770.0,1.0
1321.0,-2.426,2.496,7.49,1321.0,1.0
inf,-5.785,-6.8,6.066,inf,1.0
41950.0,-1.418,4.29,-1.963,41950.0,1.0
inf,2.963,-7.76,-5.34,inf,1.0
inf,-6.953,-6.125,3.67,inf,1.0
inf,9.516,4.824,-2.61,inf,1.0
inf,-3.799,-7.81,-1.474,inf,1.0
inf,-5.03,6.543,5.043,inf,1.0
inf,-3.182,-8.08,-8.836,inf,1.0
inf,2.271,9.4,0.791,inf,1.0
inf,-7.145,-0.941,-0.2578,inf,1.0
inf,5.426,3.99,9.06,inf,1.0
inf,6.582,6.934,-5.605,inf,1.0
16344.0,3.84,3.27,5.066,16344.0,1.0
inf,7.973,-8.41,0.4167,inf,1.0
inf,-2.492,-7.01,5.402,inf,1.0
inf,0.553,6.883,-2.38,inf,1.0
inf,-8.59,0.7505,2.312,inf,1.0
inf,-6.023,-7.75,6.65,inf,1.0
inf,4.254,4.418,-7.367,inf,1.0
inf,-3.256,8.16,5.09,inf,1.0
56400.0,-0.08356,-4.688,-1.306,56400.0,1.0
inf,-2.8,6.33,-5.566,inf,1.0
inf,-8.44,0.573,-7.51,inf,1.0
inf,6.19,-9.98,4.043,inf,1.0
24320.0,3.562,-2.902,8.56,24320.0,1.0
inf,-7.797,-4.02,-5.395,inf,1.0
inf,-8.5,6.266,8.82,inf,1.0
inf,7.227,1.0,-4.47,inf,1.0
inf,-5.387,1.461,-6.53,inf,1.0
inf,-7.766,4.402,-8.41,inf,1.0
52100.0,-4.477,-2.016,-1.729,52100.0,1.0
inf,8.06,-6.707,-4.566,inf,1.0
inf,6.582,-7.04,0.4717,inf,1.0
inf,8.766,-7.832,6.3,inf,1.0
inf,-6.54,3.621,0.614,inf,1.0
inf,6.723,-6.266,-9.59,inf,1.0
inf,8.27,9.805,-0.6304,inf,1.0
22110.0,2.076,4.4,4.48,22110.0,1.0
inf,-5.46,1.626,0.733,inf,1.0
inf,-4.824,-6.2,6.8,inf,1.0
inf,3.293,9.94,0.8296,inf,1.0
inf,-5.83,8.734,8.305,inf,1.0
inf,-7.81,-0.705,-4.973,inf,1.0
inf,-6.33,0.875,6.62,inf,1.0
inf,-8.13,1.207,-8.81,inf,1.0
inf,6.992,-1.222,8.26,inf,1.0
409.2,1.544,0.578,-0.576,409.2,1.0
inf,-9.17,3.691,-6.035,inf,1.0
inf,-9.016,6.01,-5.996,inf,1.0
inf,-6.523,-6.65,3.63,inf,1.0
3382.0,-0.2446,-0.4011,5.953,3382.0,1.0
inf,-0.05563,6.953,-8.33,inf,1.0
inf,9.09,-3.467,0.604,inf,1.0
3162.0,-2.305,2.506,1.419,3162.0,1.0
62530.0,-4.74,-1.411,-5.46,62530.0,1.0
inf,9.9,9.17,8.5,inf,1.0
inf,-6.34,-5.34,-9.89,inf,1.0
51940.0,-2.29,-4.54,0.01854,51940.0,1.0
inf,-0.546,-6.395,7.246,inf,1.0
inf,9.4,-6.023,-4.48,inf,1.0
inf,7.38,-3.875,-6.336,inf,1.0
inf,-5.586,-8.92,8.61,inf,1.0
inf,7.1,0.1101,-8.32,inf,1.0
inf,-4.44,9.09,-4.953,inf,1.0
inf,6.836,-2.51,4.637,inf,1.0
inf,6.434,2.838,-9.516,inf,1.0
inf,9.74,7.48,-3.666,inf,1.0
inf,-3.88,9.23,2.1,inf,1.0
inf,4.777,-7.293,6.715,inf,1.0
inf,-5.44,-7.043,-7.492,inf,1.0
24860.0,3.701,-0.638,-6.15,24860.0,1.0
inf,8.32,-5.742,1.126,inf,1.0
inf,8.38,0.6865,-5.684,inf,1.0
inf,5.188,-0.3674,-7.406,inf,1.0
inf,7.555,-4.707,-6.836,inf,1.0
15150.0,3.39,2.959,-0.10657,15150.0,1.0
inf,7.04,-0.6885,3.69,inf,1.0
inf,6.8,-8.016,-6.504,inf,1.0
inf,1.909,7.703,-9.19,inf,1.0
3566.0,-1.782,-1.662,6.24,3566.0,1.0
inf,-1.35,-7.0,-3.809,inf,1.0
inf,1.211,7.387,4.836,inf,1.0
inf,4.65,8.51,9.1,inf,1.0
17890.0,1.303,-3.666,1.201,17890.0,1.0
30560.0,3.578,2.504,-7.85,30560.0,1.0
42020.0,2.6,5.215,6.777,42020.0,1.0
inf,-3.207,8.875,3.191,inf,1.0
inf,-9.875,-0.4717,-1.76,inf,1.0
inf,5.91,3.035,-7.12,inf,1.0
inf,-7.324,-8.375,5.062,inf,1.0
inf,-5.312,-5.54,-6.902,inf,1.0
24370.0,-2.158,2.553,-8.945,24370.0,1.0
inf,-5.684,3.74,5.344,inf,1.0
61540.0,4.96,-0.179,-0.788,61540.0,1.0
1886.0,0.6147,-2.73,4.445,1886.0,1.0
48100.0,-4.094,-3.842,7.277,48100.0,1.0
inf,-8.32,-6.64,6.2,inf,1.0
inf,-0.6543,4.97,-2.97,inf,1.0
inf,9.58,-2.836,-1.991,inf,1.0
inf,-8.945,1.028,6.645,inf,1.0
inf,-6.8,2.893,5.633,inf,1.0
inf,-7.844,0.778,-9.4,inf,1.0
inf,-0.1026,7.562,1.871,inf,1.0
inf,-3.516,4.797,-6.83,inf,1.0
inf,7.766,6.13,-6.97,inf,1.0
1896.0,-0.04886,-0.6304,-3.906,1896.0,1.0
inf,-4.227,-5.03,-6.19,inf,1.0
61540.0,-2.564,5.676,7.43,61540.0,1.0
inf,-6.51,-6.03,0.4917,inf,1.0
inf,-8.67,6.29,9.89,inf,1.0
inf,-9.46,-5.68,-4.555,inf,1.0
inf,9.52,-6.67,-5.934,inf,1.0
inf,-8.805,0.8574,2.646,inf,1.0
inf,2.664,-5.418,-4.39,inf,1.0
inf,3.336,5.74,-6.715,inf,1.0
inf,-0.2006,-8.63,-0.1294,inf,1.0
inf,9.87,-8.54,6.824,inf,1.0
inf,4.273,6.277,4.9,inf,1.0
18820.0,1.431,-3.37,-1.242,18820.0,1.0
23760.0,3.643,-1.99,6.105,23760.0,1.0
inf,-4.56,-6.152,-9.695,inf,1.0
inf,-8.05,0.618,2.475,inf,1.0
inf,-1.629,-6.613,-2.848,inf,1.0
14310.0,2.09,-1.896,-6.594,14310.0,1.0
46660.0,-2.256,4.957,2.992,46660.0,1.0
inf,7.637,7.113,1.435,inf,1.0
inf,-1.84,7.387,2.117,inf,1.0
inf,-2.836,6.56,6.285,inf,1.0
inf,5.9,9.62,-9.016,inf,1.0
inf,8.16,2.75,2.574,inf,1.0
inf,8.81,-9.15,-3.977,inf,1.0
inf,-8.29,1.525,-0.796,inf,1.0
inf,9.875,7.227,-1.745,inf,1.0
24510.0,2.822,-2.086,-7.64,24510.0,1.0
inf,8.98,-7.34,-8.555,inf,1.0
inf,5.86,4.527,-5.688,inf,1.0
31820.0,0.697,-3.896,-2.102,31820.0,1.0
inf,7.336,-6.598,7.38,inf,1.0
inf,9.35,4.44,-0.2598,inf,1.0
inf,9.45,-3.137,-5.254,inf,1.0
inf,4.863,3.994,-4.055,inf,1.0
inf,7.26,9.305,7.99,inf,1.0
inf,6.68,2.799,3.932,inf,1.0
inf,6.938,8.23,-9.39,inf,1.0
inf,-6.246,0.9673,6.28,inf,1.0
21710.0,2.646,4.78,8.3,21710.0,1.0
inf,-7.652,7.54,8.11,inf,1.0
inf,9.55,7.773,3.748,inf,1.0
44770.0,-0.3315,3.865,-5.875,44770.0,1.0
inf,8.55,-9.3,0.1548,inf,1.0
inf,-0.0808,-6.29,-4.36,inf,1.0
inf,-3.188,-8.805,1.053,inf,1.0
inf,8.38,8.79,2.092,inf,1.0
inf,-3.688,7.906,5.492,inf,1.0
1408.0,-1.155,-1.584,0.1757,1408.0,1.0
inf,-7.76,6.777,8.99,inf,1.0
41500.0,-4.234,-1.68,-2.637,41500.0,1.0
inf,-7.625,6.957,-9.32,inf,1.0
inf,-8.586,-7.613,8.37,inf,1.0
inf,5.52,-5.52,3.633,inf,1.0
37280.0,-3.908,3.0,-5.887,37280.0,1.0
inf,-0.3079,6.855,8.914,inf,1.0
inf,0.4402,8.734,-1.244,inf,1.0
inf,-6.586,-6.57,-5.55,inf,1.0
inf,7.85,-5.582,4.22,inf,1.0
inf,-5.383,6.117,3.225,inf,1.0
inf,0.1572,4.992,-2.475,inf,1.0
3878.0,1.739,-0.2954,-5.18,3878.0,1.0
inf,-5.164,-9.82,8.09,inf,1.0
inf,-9.33,3.479,-7.195,inf,1.0
inf,0.2068,7.133,-2.848,inf,1.0
inf,6.836,-2.256,-7.637,inf,1.0
inf,-4.523,-7.902,-0.3032,inf,1.0
inf,5.496,-1.005,-6.26,inf,1.0
inf,8.016,-6.504,-8.55,inf,1.0
inf,5.004,-6.43,4.73,inf,1.0
inf,-8.695,-2.957,-0.04694,inf,1.0
inf,1.866,8.72,3.473,inf,1.0
inf,-8.805,5.75,-6.777,inf,1.0
inf,-3.984,9.78,-8.734,inf,1.0
inf,5.8,-2.734,2.705,inf,1.0
inf,0.1322,-5.844,-2.684,inf,1.0
inf,-4.914,-7.586,-8.055,inf,1.0
inf,-1.369,8.16,-6.426,inf,1.0
inf,-6.082,-0.607,-2.922,inf,1.0
inf,-5.53,-2.459,-9.31,inf,1.0
inf,7.223,-8.03,-6.336,inf,1.0
inf,7.594,-7.03,1.383,inf,1.0
inf,9.84,2.11,-0.1836,inf,1.0
inf,-3.672,7.11,1.785,inf,1.0
17800.0,3.621,0.7397,-4.44,17800.0,1.0
2676.0,-2.025,1.411,-2.416,2676.0,1.0
inf,5.492,-2.662,-0.5566,inf,1.0
inf,-1.403,-7.094,1.149,inf,1.0
inf,0.3975,-9.555,-0.997,inf,1.0
inf,6.973,4.547,6.72,inf,1.0
inf,3.51,9.2,-1.256,inf,1.0
inf,-4.75,9.305,-1.769,inf,1.0
inf,-9.73,8.91,5.96,inf,1.0
inf,-9.3,-4.16,5.47,inf,1.0
inf,-7.31,8.016,-4.082,inf,1.0
inf,3.04,6.465,9.31,inf,1.0
inf,7.06,-2.164,-1.623,inf,1.0
inf,-5.84,8.62,0.2983,inf,1.0
inf,5.95,-3.068,4.723,inf,1.0
inf,2.162,-8.73,-5.848,inf,1.0
